MatchDate;LeagueId;Home;Away;Score;Band;Round;MatchStatus;HG;AG;Goals;Over25;BTTS;PredictionDate;Reason;RankingGapScore;HomeAttackScore;AwayAttackScore;HomeDefenseWeaknessScore;AwayDefenseWeaknessScore;HomeLast10OverScore;AwayLast10OverScore;HomeVenueOverScore;AwayVenueOverScore;BTTSProfileScore;AlgorithmVersion;HomeSourceLeagueId;AwaySourceLeagueId;CompetitionGroup
;Estonia_EsiliigaB;Narva U21;Tulevik;92.43;ALTA;19;FINAL;2;1;3;OK;OK;2026-07-05;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;1.78;13.0;13.0;7.1;13.15;9.6;12.0;7.0;8.0;7.8;2.1.0;;;
;Estonia_EsiliigaB;Tabasalu;Parnu JK Vaprus U21;94.07;ALTA;19;FINAL;2;8;10;OK;OK;2026-07-05;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;3.56;9.85;13.0;9.7;12.33;10.8;12.0;6.86;7.11;8.88;2.1.0;;;
;Estonia_Esiliiga;Flora U21;Levadia U21;94.84;ALTA;20;FINAL;0;4;4;OK;KO;2026-07-05;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;4.44;13.0;11.42;8.18;12.73;12.0;9.6;8.0;6.67;8.8;2.1.0;;;
;Estonia_Esiliiga;Nomme Kalju U21;Elva;83.34;ALTA;20;FINAL;2;2;4;OK;OK;2026-07-05;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;4.44;10.24;10.34;10.0;11.93;9.6;7.2;5.71;5.71;8.15;2.1.0;;;
;Estonia_Meistriliiga;Tammeka;Harju JK Laagri;58.57;BASSA;19;FINAL;2;1;3;OK;OK;2026-07-05;difesa trasferta vulnerabile, trend over recente trasferta, buon profilo over esterno;2.67;6.7;7.3;5.45;11.23;3.6;8.4;3.0;5.0;5.22;2.1.0;;;
;FaroeIslands_PremierLeague;07 Vestur Sorvagur;HB Torshavn;60.65;MEDIA;17;FINAL;1;4;5;OK;OK;2026-07-05;buon attacco trasferta, difesa casa vulnerabile, trend over recente trasferta, buon profilo over esterno;3.56;4.33;9.71;7.88;8.64;3.6;7.2;3.43;6.86;5.46;2.1.0;;;
;Finland_Kakkonen_GroupB;Ilves 2;EPS;83.08;ALTA;12;FINAL;4;2;6;OK;OK;2026-07-05;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;0.89;13.0;10.64;7.39;10.18;9.0;9.6;5.33;6.4;10.65;2.1.0;;;
;Finland_Kakkonen_GroupC;VPS 2;Huima / Urho;92.28;ALTA;13;FINAL;3;1;4;OK;OK;2026-07-05;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;2.67;13.0;13.0;9.09;12.73;10.8;9.6;6.4;4.8;10.2;2.1.0;;;
;Finland_Ykkonen;Rovaniemi;Keski-Uusimaa;64.95;MEDIA;15;FINAL;4;3;7;OK;OK;2026-07-05;buon attacco casa, buon attacco trasferta, trend over recente trasferta, buon profilo over esterno;2.18;11.82;11.28;4.55;7.52;4.8;7.2;4.0;5.33;6.27;2.1.0;;;
;Finland_Ykkonen;TPV;JJK Jyvaskyla;79.42;ALTA;15;FINAL;1;0;1;KO;KO;2026-07-05;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over esterno, alta tendenza BTTS;7.27;5.91;13.0;8.71;10.28;8.4;8.4;4.0;5.33;8.12;2.1.0;;;
;Finland_Ykkosliiga;Mikkeli;Haka;44.51;BASSA;14;FINAL;2;1;3;OK;OK;2026-07-05;buon attacco trasferta;2.67;4.83;10.05;4.96;6.36;3.6;4.8;3.2;0.0;4.04;2.1.0;;;
;Kazakhstan_PremierLeague;Aktobe;Zhetysu;53.48;BASSA;26;FINAL;2;1;3;OK;OK;2026-07-05;difesa trasferta vulnerabile, trend over recente trasferta, buon profilo over esterno;1.07;7.09;7.88;4.24;9.33;2.4;7.2;2.67;6.0;5.6;2.1.0;;;
;Kazakhstan_PremierLeague;Atyrau;Kaspij Aktau;35.98;BASSA;26;FINAL;1;2;3;OK;OK;2026-07-05;profilo over non particolarmente marcato;3.73;4.33;3.94;3.33;8.06;2.4;3.6;0.0;1.78;4.8;2.1.0;;;
;Kazakhstan_PremierLeague;Kaisar;Ertis Pavlodar;52.93;BASSA;26;FINAL;0;0;0;KO;KO;2026-07-05;trend over recente casa;2.67;4.8;5.52;5.4;8.91;7.2;4.8;2.67;4.0;6.98;2.1.0;;;
;Kazakhstan_PremierLeague;Ordabasy;Ulytau;50.79;BASSA;26;FINAL;1;0;1;KO;KO;2026-07-05;buon attacco casa, trend over recente casa;2.13;10.64;5.12;2.73;5.94;7.2;3.6;4.0;3.43;6.0;2.1.0;;;
;Latvia_Virsliga;Grobina;Tukums 2000;68.41;MEDIA;22;FINAL;3;1;4;OK;OK;2026-07-05;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente trasferta, buon profilo over esterno, alta tendenza BTTS;1.78;3.94;11.12;7.58;13.1;3.6;9.6;3.0;7.0;7.69;2.1.0;;;
;Lithuania_Toplyga;FA Siauliai;Zalgiris;58.83;BASSA;24;FINAL;0;3;3;OK;KO;2026-07-05;difesa casa vulnerabile, trend over recente casa, trend over recente trasferta;1.78;7.02;6.57;8.52;7.78;7.2;7.2;4.57;1.78;6.42;2.1.0;;;
;Norway_OBOSLigaen;Odd;Haugesund;82.6;ALTA;15;FINAL;1;3;4;OK;OK;2026-07-05;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;1.07;11.82;13.0;5.59;12.24;8.4;9.6;5.71;6.86;8.31;2.1.0;;;
;Sweden_Allsvenskan;Elfsborg;Hammarby;55.46;BASSA;17;FINAL;1;2;3;OK;OK;2026-07-05;buon attacco casa, buon attacco trasferta, alta tendenza BTTS;0.53;8.6;12.89;4.55;7.52;4.8;6.0;1.33;1.6;7.64;2.1.0;;;
;Sweden_Allsvenskan;Göteborg;AIK Stockholm;63.15;MEDIA;17;FINAL;1;2;3;OK;OK;2026-07-05;difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente trasferta, buon profilo over esterno, alta tendenza BTTS;1.6;7.68;7.09;10.0;10.18;4.8;7.2;2.0;4.8;7.8;2.1.0;;;
;Sweden_Allsvenskan;Kalmar;Orgryte;60.36;MEDIA;17;FINAL;3;0;3;OK;KO;2026-07-05;difesa casa vulnerabile, difesa trasferta vulnerabile;2.13;6.5;5.91;6.82;14.0;6.0;6.0;3.2;3.2;6.6;2.1.0;;;
;USA_MLSNextPro_EasternConference_NortheastDivision;New England Revolution II;Philadelphia II;60.29;MEDIA;19;FINAL;0;4;4;OK;KO;2026-07-05;trend over recente trasferta, buon profilo over esterno, alta tendenza BTTS;4.57;8.18;7.39;3.5;6.89;6.0;7.2;4.0;5.33;7.23;2.1.0;;;
;USA_MLSNextPro_EasternConference_SoutheastDivision;Atlanta United 2;Toronto FC II;45.95;BASSA;18;FINAL;1;0;1;KO;KO;2026-07-05;buon attacco casa, difesa casa vulnerabile, trend over recente casa, buon profilo over interno;8.0;13.0;0.0;6.61;0.0;8.4;0.0;6.67;0.0;3.27;2.1.0;;;
;USA_MLSNextPro_EasternConference_SoutheastDivision;Chattanooga;Inter Miami II;78.16;ALTA;18;FINAL;1;0;1;KO;KO;2026-07-05;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;5.71;11.82;4.73;8.44;14.0;7.2;7.2;5.0;6.0;8.06;2.1.0;;;
;USA_MLSNextPro_WesternConference_CentralDivision;North Texas;St. Louis City 2;68.57;MEDIA;18;FINAL;3;0;3;OK;KO;2026-07-05;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente trasferta, buon profilo over interno;1.33;10.51;10.83;6.06;11.14;5.33;7.2;6.0;4.0;6.17;2.1.0;;;
;USA_USLChampionship;Colorado Springs;Phoenix Rising;62.85;MEDIA;22;FINAL;3;1;4;OK;OK;2026-07-05;buon attacco casa, difesa casa vulnerabile, trend over recente casa, buon profilo over interno;1.39;9.55;8.02;7.34;8.64;7.2;4.8;5.33;3.43;7.15;2.1.0;;;
;USA_USLChampionship;FC Tulsa;Sacramento Republic;46.08;BASSA;22;SCHEDULED;;;;;;2026-07-05;profilo over non particolarmente marcato;1.74;7.73;6.4;5.59;6.36;4.8;3.6;2.29;1.33;6.23;2.1.0;;;
;USA_USLChampionship;Las Vegas Lights;El Paso;73.45;MEDIA;22;FINAL;1;2;3;OK;OK;2026-07-05;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over esterno, alta tendenza BTTS;1.39;9.09;10.45;8.04;11.26;7.2;8.4;2.67;5.71;9.23;2.1.0;;;
;USA_USLChampionship;Louisville City;Hartford Athletic;49.52;BASSA;22;FINAL;1;0;1;KO;KO;2026-07-05;buon attacco casa, difesa casa vulnerabile;1.39;10.13;4.92;7.14;5.3;4.8;4.8;3.43;2.67;4.93;2.1.0;;;
;USA_USLChampionship;New Mexico;Oakland Roots;60.97;MEDIA;22;FINAL;2;1;3;OK;OK;2026-07-05;buon attacco trasferta, trend over recente trasferta, buon profilo over esterno;1.39;6.4;9.71;4.92;9.09;4.8;7.2;4.0;6.67;6.79;2.1.0;;;
;USA_USLChampionship;Pittsburgh;Brooklyn;62.45;MEDIA;22;FINAL;0;2;2;KO;KO;2026-07-05;difesa trasferta vulnerabile, trend over recente trasferta, buon profilo over esterno;5.22;7.39;5.91;4.92;11.75;3.6;7.2;3.2;8.0;5.27;2.1.0;;;
;USA_USLChampionship;Rhode Island;Orange County SC;68.99;MEDIA;22;FINAL;1;1;2;KO;OK;2026-07-05;buon attacco casa, buon attacco trasferta, trend over recente casa, alta tendenza BTTS;5.22;11.28;9.29;6.2;6.82;8.4;6.0;4.0;4.0;7.79;2.1.0;;;
;USA_USLChampionship;San Antonio;Monterey Bay;62.64;MEDIA;22;FINAL;0;0;0;KO;KO;2026-07-05;difesa trasferta vulnerabile, trend over recente trasferta;5.57;8.44;5.91;5.52;10.0;6.0;7.2;4.0;4.0;6.0;2.1.0;;;
;USA_USLChampionship;Tampa Bay;Lexington;61.05;MEDIA;22;FINAL;1;4;5;OK;OK;2026-07-05;buon attacco casa, trend over recente trasferta, buon profilo over interno;6.26;9.71;8.37;2.6;7.95;3.6;7.2;5.71;4.0;5.64;2.1.0;;;
;USA_USLLeagueOne;Corpus Christi FC;Chattanooga Red Wolves;67.61;MEDIA;22;FINAL;2;1;3;OK;OK;2026-07-05;buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over esterno, alta tendenza BTTS;1.5;7.09;11.28;7.58;7.52;7.2;7.2;4.57;6.4;7.27;2.1.0;;;
;USA_USLLeagueOne;Fort Wayne;Spokane Velocity;50.75;BASSA;22;FINAL;3;0;3;OK;KO;2026-07-05;trend over recente trasferta;0.5;7.73;7.18;4.2;8.18;3.6;7.2;3.2;3.2;5.77;2.1.0;;;
;USA_USLLeagueOne;New York Cosmos;Greenville;68.96;MEDIA;22;FINAL;0;3;3;OK;KO;2026-07-05;difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, buon profilo over interno, alta tendenza BTTS;0.5;7.88;5.91;10.0;12.15;10.8;6.0;6.4;1.6;7.73;2.1.0;;;
;USA_USLLeagueTwo_Chesapeake;Virginia Marauders;Bethesda SC;80.92;ALTA;26;FINAL;0;4;4;OK;KO;2026-07-05;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;1.6;2.69;12.36;10.0;14.0;9.6;10.8;5.33;8.0;6.55;2.1.0;;;
;USA_USLLeagueTwo_Heartland;St. Croix;Edgewater Castle;88.61;ALTA;23;FINAL;7;1;8;OK;OK;2026-07-05;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;1.0;8.54;8.27;10.0;14.0;10.67;12.0;8.0;8.0;8.13;2.1.0;;;
;USA_USLLeagueTwo_LoneStar;GFI Woodlands;Houston Sur;86.24;ALTA;24;FINAL;4;0;4;OK;KO;2026-07-05;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;8.0;13.0;5.91;7.73;14.0;7.2;10.67;4.8;8.0;6.93;2.1.0;;;
;USA_USLLeagueTwo_LoneStar;Twin City Toucans;Laredo Heat;74.86;MEDIA;24;FINAL;1;2;3;OK;OK;2026-07-05;buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;7.0;7.68;13.0;10.0;3.18;8.4;8.4;4.8;6.4;6.0;2.1.0;;;
;USA_USLLeagueTwo_MidAtlantic;Eagle FC;West Chester Utd;75.67;ALTA;28;SCHEDULED;;;;;;2026-07-05;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;3.0;3.22;8.6;10.0;10.41;9.6;7.2;8.0;8.0;7.64;2.1.0;;;
;USA_USLLeagueTwo_MidSouth;Jackson Boom;Mississippi Brilla;73.73;MEDIA;17;FINAL;0;5;5;OK;KO;2026-07-05;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;5.33;1.31;12.47;10.0;10.61;6.67;9.33;6.0;6.0;6.0;2.1.0;;;
;USA_USLLeagueTwo_NorCal;Project 51O;Davis Legacy;84.46;ALTA;27;FINAL;6;1;7;OK;OK;2026-07-05;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over esterno, alta tendenza BTTS;4.57;13.0;9.13;6.2;13.88;9.6;10.8;3.2;4.8;9.27;2.1.0;;;
;USA_USLLeagueTwo_Northwest;Ballard;Tacoma Stars;80.96;ALTA;32;FINAL;7;0;7;OK;KO;2026-07-05;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;2.29;13.0;11.33;4.13;11.67;7.2;10.8;6.4;5.33;8.82;2.1.0;;;
;USA_USLLeagueTwo_Northwest;West Seattle Junction;FC Olympia;81.3;ALTA;32;FINAL;5;2;7;OK;OK;2026-07-05;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;1.14;9.13;7.27;8.68;14.0;12.0;9.6;6.0;5.33;8.14;2.1.0;;;
;USA_USLLeagueTwo_Ranger;McKinney Chupacabras;Texoma;76.49;ALTA;21;SCHEDULED;;;;;;2026-07-05;buon attacco casa, buon attacco trasferta, trend over recente casa, trend over recente trasferta, buon profilo over esterno, alta tendenza BTTS;1.6;12.47;13.0;5.05;6.36;8.0;9.33;4.0;8.0;8.67;2.1.0;;;
;USA_USLLeagueTwo_Southwest;City SC;Redlands FC;84.52;ALTA;26;FINAL;0;3;3;OK;KO;2026-07-05;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, alta tendenza BTTS;4.57;11.23;12.41;10.0;8.91;10.8;7.2;6.0;3.2;10.2;2.1.0;;;
;Iceland_BestaDeildKarla;Keflavik;Fram;79.05;ALTA;19;FINAL;1;1;2;KO;OK;2026-07-06;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, alta tendenza BTTS;3.64;8.37;13.0;8.71;12.73;7.2;8.4;4.0;4.0;9.0;2.1.0;;;
;Latvia_Virsliga;Super Nova;Ogre United;69.45;MEDIA;22;FINAL;1;2;3;OK;OK;2026-07-06;difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;1.78;5.91;5.91;8.24;14.0;6.0;8.4;5.71;6.0;7.5;2.1.0;;;
;Lithuania_Toplyga;Suduva;Transinvest;65.94;MEDIA;24;FINAL;0;0;0;KO;KO;2026-07-06;buon attacco casa, buon attacco trasferta, trend over recente casa, trend over recente trasferta, buon profilo over esterno;0.89;8.86;10.51;3.79;7.42;7.2;9.6;3.56;7.11;7.0;2.1.0;;;
;Sweden_Allsvenskan;Brommapojkarna;GAIS;67.09;MEDIA;17;FINAL;1;1;2;KO;OK;2026-07-06;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;0.53;8.86;8.6;7.27;6.36;9.6;7.2;5.33;6.4;6.93;2.1.0;;;
;Sweden_Allsvenskan;Hacken;Djurgarden;81.45;ALTA;17;FINAL;2;4;6;OK;OK;2026-07-06;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;4.27;11.82;12.47;6.36;9.19;7.2;8.0;8.0;5.33;8.8;2.1.0;;;
;USA_MLSNextPro_EasternConference_SoutheastDivision;Crown Legacy;Orlando City B;81.9;ALTA;18;FINAL;1;1;2;KO;OK;2026-07-06;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over esterno, alta tendenza BTTS;1.14;13.0;13.0;6.06;11.26;7.2;10.8;4.0;6.4;9.04;2.1.0;;;
;USA_MLSNextPro_WesternConference_CentralDivision;Austin FC II;Colorado Rapids 2;69.99;MEDIA;18;FINAL;3;2;5;OK;OK;2026-07-06;buon attacco casa, difesa trasferta vulnerabile, buon profilo over interno;8.0;13.0;4.43;3.5;13.79;6.0;6.0;5.0;4.0;6.27;2.1.0;;;
;USA_MLSNextPro_WesternConference_CentralDivision;Huntsville;Chicago Fire II;0.0;BASSA;18;FINAL;2;2;4;OK;OK;2026-07-06;profilo over non particolarmente marcato;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.1.0;;;
;USA_MLSNextPro_WesternConference_PacificDivision;Los Angeles FC 2;Real Monarchs;80.25;ALTA;19;FINAL;2;2;4;OK;OK;2026-07-06;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;5.33;10.83;9.09;7.58;11.26;8.4;7.2;5.0;6.4;9.15;2.1.0;;;
;USA_MLSNextPro_WesternConference_PacificDivision;Tacoma Defiance;Portland Timbers 2;49.72;BASSA;19;FINAL;0;2;2;KO;KO;2026-07-06;difesa trasferta vulnerabile, trend over recente trasferta;1.33;7.22;7.52;3.03;9.26;4.0;7.2;3.43;2.0;4.73;2.1.0;;;
;USA_USLLeagueOne;AV Alta;Charlotte Independ.;71.96;MEDIA;22;FINAL;1;1;2;KO;OK;2026-07-06;buon attacco casa, buon attacco trasferta, trend over recente casa, trend over recente trasferta, buon profilo over esterno, alta tendenza BTTS;0.5;8.67;13.0;5.15;8.32;7.2;9.6;4.44;6.86;8.22;2.1.0;;;
;USA_USLLeagueTwo_Chesapeake;Christos;Loudoun 2;91.33;ALTA;26;FINAL;3;4;7;OK;OK;2026-07-06;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;1.6;11.33;13.0;10.0;14.0;9.6;10.8;5.33;6.67;9.0;2.1.0;;;
;USA_USLLeagueTwo_Chesapeake;Northern Virginia;Patuxent;71.0;MEDIA;26;FINAL;8;0;8;OK;KO;2026-07-06;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno;1.6;13.0;1.61;8.68;14.0;9.6;7.2;6.4;4.0;4.91;2.1.0;;;
;USA_USLLeagueTwo_GreatLakes;Lansing City;Flint City;84.26;ALTA;22;FINAL;2;6;8;OK;OK;2026-07-06;buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;8.0;6.5;13.0;10.0;6.36;9.6;9.6;6.4;6.4;8.4;2.1.0;;;
;USA_USLLeagueTwo_Metropolitan;Ironbound SC;Staten Island ASC;83.56;ALTA;25;FINAL;3;0;3;OK;KO;2026-07-06;buon attacco casa, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over esterno, alta tendenza BTTS;5.33;13.0;8.27;5.56;14.0;8.0;10.8;4.0;6.4;8.2;2.1.0;;;
;USA_USLLeagueTwo_MidSouth;Little Rock Rangers;Louisiana;70.99;MEDIA;17;FINAL;2;0;2;KO;KO;2026-07-06;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente trasferta, buon profilo over esterno;1.33;11.16;13.0;2.02;9.55;6.67;8.4;4.0;8.0;6.87;2.1.0;;;
;USA_USLLeagueTwo_NorCal;Marin;Glens SC;75.7;ALTA;27;FINAL;1;1;2;KO;OK;2026-07-06;buon attacco casa, difesa casa vulnerabile, trend over recente casa, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;3.43;11.82;6.45;10.0;8.1;10.8;6.0;6.67;4.8;7.64;2.1.0;;;
;USA_USLLeagueTwo_NorCal;San Francisco City;Academica SC;85.48;ALTA;27;FINAL;5;1;6;OK;OK;2026-07-06;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;4.57;13.0;12.36;5.79;14.0;8.4;9.6;4.8;5.33;7.64;2.1.0;;;
;USA_USLLeagueTwo_Northwest;Bigfoot;Portland Bangers;77.62;ALTA;32;FINAL;3;0;3;OK;KO;2026-07-06;buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;5.71;7.52;9.85;10.0;9.02;9.6;7.2;6.0;6.4;6.32;2.1.0;;;
;USA_USLLeagueTwo_SouthAtlantic;North Carolina FC U23;Asheville City;64.44;MEDIA;36;FINAL;1;2;3;OK;OK;2026-07-06;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, buon profilo over esterno;1.6;9.67;10.83;8.26;3.71;8.4;6.0;3.2;6.4;6.36;2.1.0;;;
;USA_USLLeagueTwo_SouthCentral;East Atlanta;Birmingham 2;74.84;MEDIA;20;FINAL;4;1;5;OK;OK;2026-07-06;difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;1.33;7.22;7.09;9.6;12.73;8.0;7.2;6.4;6.4;8.87;2.1.0;;;
;Australia_NPLACT;Monaro Panthers;Queanbeyan City;88.67;ALTA;17;FINAL;2;1;3;OK;OK;2026-07-07;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;3.56;13.0;13.0;6.82;9.02;10.8;9.6;6.67;8.0;8.21;2.1.0;;;
;Australia_NPLNorthernNSW;Charlestown Azzurri;Weston Bears;85.49;ALTA;19;SCHEDULED;;;;;;2026-07-07;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;5.82;8.86;11.45;10.0;10.74;10.8;7.2;6.0;6.0;8.62;2.1.0;;;
;Australia_NPLQueensland;Gold Coast Knights;Queensland Lions;81.5;ALTA;18;FINAL;2;1;3;OK;OK;2026-07-07;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;1.45;13.0;13.0;7.27;7.16;8.4;8.4;6.67;8.0;8.15;2.1.0;;;
;Australia_SAStateLeague;Cove FC;Modbury;62.35;MEDIA;18;FINAL;0;0;0;KO;KO;2026-07-07;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, buon profilo over interno;2.18;8.86;11.82;7.39;5.52;6.0;6.0;5.71;2.67;6.2;2.1.0;;;
;Bhutan_PremierLeague;Drukpa;Thimphu FC;48.44;BASSA;9;FINAL;1;2;3;OK;OK;2026-07-07;buon attacco casa;0.89;10.13;5.91;5.19;7.27;5.14;3.43;2.67;2.67;5.14;2.1.0;;;
;Finland_Kakkonen_GroupC;JBK;Narpes Kraft;85.65;ALTA;13;FINAL;4;2;6;OK;OK;2026-07-07;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;2.67;9.45;13.0;6.36;13.36;8.4;10.8;6.4;8.0;7.2;2.1.0;;;
;Kyrgyzstan_PremierLiga;Asia Talas;Abdysh-Ata;80.97;ALTA;15;FINAL;4;0;4;OK;KO;2026-07-07;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, alta tendenza BTTS;5.87;13.0;5.06;8.44;10.45;10.8;7.2;8.0;4.0;8.14;2.1.0;;;
;Kyrgyzstan_PremierLiga;Kyrgyzaltyn;Talant;60.04;MEDIA;15;FINAL;0;0;0;KO;KO;2026-07-07;difesa casa vulnerabile, trend over recente casa, buon profilo over interno, alta tendenza BTTS;3.2;5.06;6.33;10.0;7.27;9.6;2.4;6.22;2.67;7.29;2.1.0;;;
;Kyrgyzstan_PremierLiga;Neftchi Kochkor-Ata;Aldier;60.3;MEDIA;15;FINAL;0;2;2;KO;KO;2026-07-07;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente trasferta, alta tendenza BTTS;2.67;6.33;8.86;7.47;9.55;4.8;7.2;3.43;2.29;7.71;2.1.0;;;
;USA_USLLeagueTwo_GreatForest;Lorain County Leviathan;Erie Sports Center;87.52;ALTA;24;FINAL;5;0;5;OK;KO;2026-07-07;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;4.0;13.0;3.76;8.64;14.0;10.8;12.0;8.0;6.4;6.93;2.1.0;;;
;USA_USLLeagueTwo_Heartland;Rochester FC;Minneapolis City;78.2;ALTA;23;FINAL;0;4;4;OK;KO;2026-07-07;buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;7.0;5.25;13.0;10.0;3.82;10.67;10.8;6.0;6.0;5.67;2.1.0;;;
