Profile;MatchId;PredictionDate;MatchDate;LeagueId;Home;Away;Outcome;OriginalScore;NewScore;ScoreDelta;OriginalBand;NewBand;SignalCount;ActiveSignals
ACCUMULATION_MEDIUM;329;2026-07-12;2026-07-12;USA_USLLeagueTwo_Ranger;McKinney Chupacabras;Texoma;OK;76.26;76.26;0.0;ALTA;ALTA;0;
ACCUMULATION_STRONG;329;2026-07-12;2026-07-12;USA_USLLeagueTwo_Ranger;McKinney Chupacabras;Texoma;OK;76.26;76.26;0.0;ALTA;ALTA;0;
THREE_SIGNALS_LIGHT;329;2026-07-12;2026-07-12;USA_USLLeagueTwo_Ranger;McKinney Chupacabras;Texoma;OK;76.26;76.26;0.0;ALTA;ALTA;0;
THREE_SIGNALS_MEDIUM;329;2026-07-12;2026-07-12;USA_USLLeagueTwo_Ranger;McKinney Chupacabras;Texoma;OK;76.26;76.26;0.0;ALTA;ALTA;0;
THREE_SIGNALS_STRONG;329;2026-07-12;2026-07-12;USA_USLLeagueTwo_Ranger;McKinney Chupacabras;Texoma;OK;76.26;76.26;0.0;ALTA;ALTA;0;
FOUR_SIGNALS_MEDIUM;329;2026-07-12;2026-07-12;USA_USLLeagueTwo_Ranger;McKinney Chupacabras;Texoma;OK;76.26;76.26;0.0;ALTA;ALTA;0;
FOUR_SIGNALS_STRONG;329;2026-07-12;2026-07-12;USA_USLLeagueTwo_Ranger;McKinney Chupacabras;Texoma;OK;76.26;76.26;0.0;ALTA;ALTA;0;
BASELINE;330;2026-07-12;2026-07-12;Sweden_Allsvenskan;Malmo FF;Göteborg;OK;76.11;76.11;0.0;ALTA;ALTA;3;HomeRestartGFLow | HomeRestartNotReady | BothTeamsRestartNotReady
ACCUMULATION_LIGHT;330;2026-07-12;2026-07-12;Sweden_Allsvenskan;Malmo FF;Göteborg;OK;76.11;74.11;-2.0;ALTA;MEDIA;3;HomeRestartGFLow | HomeRestartNotReady | BothTeamsRestartNotReady
ACCUMULATION_MEDIUM;330;2026-07-12;2026-07-12;Sweden_Allsvenskan;Malmo FF;Göteborg;OK;76.11;72.11;-4.0;ALTA;MEDIA;3;HomeRestartGFLow | HomeRestartNotReady | BothTeamsRestartNotReady
ACCUMULATION_STRONG;330;2026-07-12;2026-07-12;Sweden_Allsvenskan;Malmo FF;Göteborg;OK;76.11;70.11;-6.0;ALTA;MEDIA;3;HomeRestartGFLow | HomeRestartNotReady | BothTeamsRestartNotReady
THREE_SIGNALS_LIGHT;330;2026-07-12;2026-07-12;Sweden_Allsvenskan;Malmo FF;Göteborg;OK;76.11;74.11;-2.0;ALTA;MEDIA;3;HomeRestartGFLow | HomeRestartNotReady | BothTeamsRestartNotReady
THREE_SIGNALS_MEDIUM;330;2026-07-12;2026-07-12;Sweden_Allsvenskan;Malmo FF;Göteborg;OK;76.11;72.11;-4.0;ALTA;MEDIA;3;HomeRestartGFLow | HomeRestartNotReady | BothTeamsRestartNotReady
THREE_SIGNALS_STRONG;330;2026-07-12;2026-07-12;Sweden_Allsvenskan;Malmo FF;Göteborg;OK;76.11;70.11;-6.0;ALTA;MEDIA;3;HomeRestartGFLow | HomeRestartNotReady | BothTeamsRestartNotReady
FOUR_SIGNALS_MEDIUM;330;2026-07-12;2026-07-12;Sweden_Allsvenskan;Malmo FF;Göteborg;OK;76.11;76.11;0.0;ALTA;ALTA;3;HomeRestartGFLow | HomeRestartNotReady | BothTeamsRestartNotReady
FOUR_SIGNALS_STRONG;330;2026-07-12;2026-07-12;Sweden_Allsvenskan;Malmo FF;Göteborg;OK;76.11;76.11;0.0;ALTA;ALTA;3;HomeRestartGFLow | HomeRestartNotReady | BothTeamsRestartNotReady
BASELINE;331;2026-07-12;2026-07-12;Somalia_NationalLeague;Raadsan;Heegan;OK;75.73;75.73;0.0;ALTA;ALTA;4;RankingGapHigh | HomePPGLow | WorstPPGLow | HomeWinsLow
ACCUMULATION_LIGHT;331;2026-07-12;2026-07-12;Somalia_NationalLeague;Raadsan;Heegan;OK;75.73;72.73;-3.0;ALTA;MEDIA;4;RankingGapHigh | HomePPGLow | WorstPPGLow | HomeWinsLow
ACCUMULATION_MEDIUM;331;2026-07-12;2026-07-12;Somalia_NationalLeague;Raadsan;Heegan;OK;75.73;69.73;-6.0;ALTA;MEDIA;4;RankingGapHigh | HomePPGLow | WorstPPGLow | HomeWinsLow
ACCUMULATION_STRONG;331;2026-07-12;2026-07-12;Somalia_NationalLeague;Raadsan;Heegan;OK;75.73;66.73;-9.0;ALTA;MEDIA;4;RankingGapHigh | HomePPGLow | WorstPPGLow | HomeWinsLow
THREE_SIGNALS_LIGHT;331;2026-07-12;2026-07-12;Somalia_NationalLeague;Raadsan;Heegan;OK;75.73;71.73;-4.0;ALTA;MEDIA;4;RankingGapHigh | HomePPGLow | WorstPPGLow | HomeWinsLow
THREE_SIGNALS_MEDIUM;331;2026-07-12;2026-07-12;Somalia_NationalLeague;Raadsan;Heegan;OK;75.73;68.73;-7.0;ALTA;MEDIA;4;RankingGapHigh | HomePPGLow | WorstPPGLow | HomeWinsLow
THREE_SIGNALS_STRONG;331;2026-07-12;2026-07-12;Somalia_NationalLeague;Raadsan;Heegan;OK;75.73;65.73;-10.0;ALTA;MEDIA;4;RankingGapHigh | HomePPGLow | WorstPPGLow | HomeWinsLow
FOUR_SIGNALS_MEDIUM;331;2026-07-12;2026-07-12;Somalia_NationalLeague;Raadsan;Heegan;OK;75.73;70.73;-5.0;ALTA;MEDIA;4;RankingGapHigh | HomePPGLow | WorstPPGLow | HomeWinsLow
FOUR_SIGNALS_STRONG;331;2026-07-12;2026-07-12;Somalia_NationalLeague;Raadsan;Heegan;OK;75.73;67.73;-8.0;ALTA;MEDIA;4;RankingGapHigh | HomePPGLow | WorstPPGLow | HomeWinsLow
BASELINE;332;2026-07-12;2026-07-12;USA_USLLeagueTwo_MidAtlantic;Ocean City;Eagle FC;KO;75.61;75.61;0.0;ALTA;ALTA;2;RankingGapHigh | WorstPPGLow
ACCUMULATION_LIGHT;332;2026-07-12;2026-07-12;USA_USLLeagueTwo_MidAtlantic;Ocean City;Eagle FC;KO;75.61;74.61;-1.0;ALTA;MEDIA;2;RankingGapHigh | WorstPPGLow
ACCUMULATION_MEDIUM;332;2026-07-12;2026-07-12;USA_USLLeagueTwo_MidAtlantic;Ocean City;Eagle FC;KO;75.61;73.61;-2.0;ALTA;MEDIA;2;RankingGapHigh | WorstPPGLow
ACCUMULATION_STRONG;332;2026-07-12;2026-07-12;USA_USLLeagueTwo_MidAtlantic;Ocean City;Eagle FC;KO;75.61;72.61;-3.0;ALTA;MEDIA;2;RankingGapHigh | WorstPPGLow
THREE_SIGNALS_LIGHT;332;2026-07-12;2026-07-12;USA_USLLeagueTwo_MidAtlantic;Ocean City;Eagle FC;KO;75.61;75.61;0.0;ALTA;ALTA;2;RankingGapHigh | WorstPPGLow
THREE_SIGNALS_MEDIUM;332;2026-07-12;2026-07-12;USA_USLLeagueTwo_MidAtlantic;Ocean City;Eagle FC;KO;75.61;75.61;0.0;ALTA;ALTA;2;RankingGapHigh | WorstPPGLow
THREE_SIGNALS_STRONG;332;2026-07-12;2026-07-12;USA_USLLeagueTwo_MidAtlantic;Ocean City;Eagle FC;KO;75.61;75.61;0.0;ALTA;ALTA;2;RankingGapHigh | WorstPPGLow
FOUR_SIGNALS_MEDIUM;332;2026-07-12;2026-07-12;USA_USLLeagueTwo_MidAtlantic;Ocean City;Eagle FC;KO;75.61;75.61;0.0;ALTA;ALTA;2;RankingGapHigh | WorstPPGLow
FOUR_SIGNALS_STRONG;332;2026-07-12;2026-07-12;USA_USLLeagueTwo_MidAtlantic;Ocean City;Eagle FC;KO;75.61;75.61;0.0;ALTA;ALTA;2;RankingGapHigh | WorstPPGLow
BASELINE;333;2026-07-12;2026-07-12;Iceland_Division_2;Throttur Vogar;KFG Gardabaer;OK;74.5;74.5;0.0;MEDIA;MEDIA;0;
ACCUMULATION_LIGHT;333;2026-07-12;2026-07-12;Iceland_Division_2;Throttur Vogar;KFG Gardabaer;OK;74.5;74.5;0.0;MEDIA;MEDIA;0;
ACCUMULATION_MEDIUM;333;2026-07-12;2026-07-12;Iceland_Division_2;Throttur Vogar;KFG Gardabaer;OK;74.5;74.5;0.0;MEDIA;MEDIA;0;
ACCUMULATION_STRONG;333;2026-07-12;2026-07-12;Iceland_Division_2;Throttur Vogar;KFG Gardabaer;OK;74.5;74.5;0.0;MEDIA;MEDIA;0;
THREE_SIGNALS_LIGHT;333;2026-07-12;2026-07-12;Iceland_Division_2;Throttur Vogar;KFG Gardabaer;OK;74.5;74.5;0.0;MEDIA;MEDIA;0;
THREE_SIGNALS_MEDIUM;333;2026-07-12;2026-07-12;Iceland_Division_2;Throttur Vogar;KFG Gardabaer;OK;74.5;74.5;0.0;MEDIA;MEDIA;0;
THREE_SIGNALS_STRONG;333;2026-07-12;2026-07-12;Iceland_Division_2;Throttur Vogar;KFG Gardabaer;OK;74.5;74.5;0.0;MEDIA;MEDIA;0;
FOUR_SIGNALS_MEDIUM;333;2026-07-12;2026-07-12;Iceland_Division_2;Throttur Vogar;KFG Gardabaer;OK;74.5;74.5;0.0;MEDIA;MEDIA;0;
FOUR_SIGNALS_STRONG;333;2026-07-12;2026-07-12;Iceland_Division_2;Throttur Vogar;KFG Gardabaer;OK;74.5;74.5;0.0;MEDIA;MEDIA;0;
BASELINE;334;2026-07-12;2026-07-12;USA_USLLeagueTwo_Ranger;Denton Diablos;Fort Worth Vaqueros;KO;74.22;74.22;0.0;MEDIA;MEDIA;2;RankingGapHigh | WorstPPGLow
ACCUMULATION_LIGHT;334;2026-07-12;2026-07-12;USA_USLLeagueTwo_Ranger;Denton Diablos;Fort Worth Vaqueros;KO;74.22;73.22;-1.0;MEDIA;MEDIA;2;RankingGapHigh | WorstPPGLow
ACCUMULATION_MEDIUM;334;2026-07-12;2026-07-12;USA_USLLeagueTwo_Ranger;Denton Diablos;Fort Worth Vaqueros;KO;74.22;72.22;-2.0;MEDIA;MEDIA;2;RankingGapHigh | WorstPPGLow
ACCUMULATION_STRONG;334;2026-07-12;2026-07-12;USA_USLLeagueTwo_Ranger;Denton Diablos;Fort Worth Vaqueros;KO;74.22;71.22;-3.0;MEDIA;MEDIA;2;RankingGapHigh | WorstPPGLow
THREE_SIGNALS_LIGHT;334;2026-07-12;2026-07-12;USA_USLLeagueTwo_Ranger;Denton Diablos;Fort Worth Vaqueros;KO;74.22;74.22;0.0;MEDIA;MEDIA;2;RankingGapHigh | WorstPPGLow
THREE_SIGNALS_MEDIUM;334;2026-07-12;2026-07-12;USA_USLLeagueTwo_Ranger;Denton Diablos;Fort Worth Vaqueros;KO;74.22;74.22;0.0;MEDIA;MEDIA;2;RankingGapHigh | WorstPPGLow
THREE_SIGNALS_STRONG;334;2026-07-12;2026-07-12;USA_USLLeagueTwo_Ranger;Denton Diablos;Fort Worth Vaqueros;KO;74.22;74.22;0.0;MEDIA;MEDIA;2;RankingGapHigh | WorstPPGLow
FOUR_SIGNALS_MEDIUM;334;2026-07-12;2026-07-12;USA_USLLeagueTwo_Ranger;Denton Diablos;Fort Worth Vaqueros;KO;74.22;74.22;0.0;MEDIA;MEDIA;2;RankingGapHigh | WorstPPGLow
FOUR_SIGNALS_STRONG;334;2026-07-12;2026-07-12;USA_USLLeagueTwo_Ranger;Denton Diablos;Fort Worth Vaqueros;KO;74.22;74.22;0.0;MEDIA;MEDIA;2;RankingGapHigh | WorstPPGLow
BASELINE;335;2026-07-12;2026-07-12;Belarus_PershayaLiga;Volna Pinsk;Soligorsk;OK;73.91;73.91;0.0;MEDIA;MEDIA;0;
ACCUMULATION_LIGHT;335;2026-07-12;2026-07-12;Belarus_PershayaLiga;Volna Pinsk;Soligorsk;OK;73.91;73.91;0.0;MEDIA;MEDIA;0;
ACCUMULATION_MEDIUM;335;2026-07-12;2026-07-12;Belarus_PershayaLiga;Volna Pinsk;Soligorsk;OK;73.91;73.91;0.0;MEDIA;MEDIA;0;
ACCUMULATION_STRONG;335;2026-07-12;2026-07-12;Belarus_PershayaLiga;Volna Pinsk;Soligorsk;OK;73.91;73.91;0.0;MEDIA;MEDIA;0;
THREE_SIGNALS_LIGHT;335;2026-07-12;2026-07-12;Belarus_PershayaLiga;Volna Pinsk;Soligorsk;OK;73.91;73.91;0.0;MEDIA;MEDIA;0;
THREE_SIGNALS_MEDIUM;335;2026-07-12;2026-07-12;Belarus_PershayaLiga;Volna Pinsk;Soligorsk;OK;73.91;73.91;0.0;MEDIA;MEDIA;0;
THREE_SIGNALS_STRONG;335;2026-07-12;2026-07-12;Belarus_PershayaLiga;Volna Pinsk;Soligorsk;OK;73.91;73.91;0.0;MEDIA;MEDIA;0;
FOUR_SIGNALS_MEDIUM;335;2026-07-12;2026-07-12;Belarus_PershayaLiga;Volna Pinsk;Soligorsk;OK;73.91;73.91;0.0;MEDIA;MEDIA;0;
FOUR_SIGNALS_STRONG;335;2026-07-12;2026-07-12;Belarus_PershayaLiga;Volna Pinsk;Soligorsk;OK;73.91;73.91;0.0;MEDIA;MEDIA;0;
BASELINE;336;2026-07-12;2026-07-12;Iceland_BestaDeildKarla;Hafnarfjordur;Valur;KO;73.57;73.57;0.0;MEDIA;MEDIA;1;HomeWinsLow
ACCUMULATION_LIGHT;336;2026-07-12;2026-07-12;Iceland_BestaDeildKarla;Hafnarfjordur;Valur;KO;73.57;73.57;0.0;MEDIA;MEDIA;1;HomeWinsLow
ACCUMULATION_MEDIUM;336;2026-07-12;2026-07-12;Iceland_BestaDeildKarla;Hafnarfjordur;Valur;KO;73.57;73.57;0.0;MEDIA;MEDIA;1;HomeWinsLow
ACCUMULATION_STRONG;336;2026-07-12;2026-07-12;Iceland_BestaDeildKarla;Hafnarfjordur;Valur;KO;73.57;73.57;0.0;MEDIA;MEDIA;1;HomeWinsLow
THREE_SIGNALS_LIGHT;336;2026-07-12;2026-07-12;Iceland_BestaDeildKarla;Hafnarfjordur;Valur;KO;73.57;73.57;0.0;MEDIA;MEDIA;1;HomeWinsLow
THREE_SIGNALS_MEDIUM;336;2026-07-12;2026-07-12;Iceland_BestaDeildKarla;Hafnarfjordur;Valur;KO;73.57;73.57;0.0;MEDIA;MEDIA;1;HomeWinsLow
THREE_SIGNALS_STRONG;336;2026-07-12;2026-07-12;Iceland_BestaDeildKarla;Hafnarfjordur;Valur;KO;73.57;73.57;0.0;MEDIA;MEDIA;1;HomeWinsLow
FOUR_SIGNALS_MEDIUM;336;2026-07-12;2026-07-12;Iceland_BestaDeildKarla;Hafnarfjordur;Valur;KO;73.57;73.57;0.0;MEDIA;MEDIA;1;HomeWinsLow
FOUR_SIGNALS_STRONG;336;2026-07-12;2026-07-12;Iceland_BestaDeildKarla;Hafnarfjordur;Valur;KO;73.57;73.57;0.0;MEDIA;MEDIA;1;HomeWinsLow
BASELINE;337;2026-07-12;2026-07-12;USA_USLLeagueTwo_Metropolitan;Hudson Valley;Cedar;OK;73.08;73.08;0.0;MEDIA;MEDIA;0;
ACCUMULATION_LIGHT;337;2026-07-12;2026-07-12;USA_USLLeagueTwo_Metropolitan;Hudson Valley;Cedar;OK;73.08;73.08;0.0;MEDIA;MEDIA;0;
ACCUMULATION_MEDIUM;337;2026-07-12;2026-07-12;USA_USLLeagueTwo_Metropolitan;Hudson Valley;Cedar;OK;73.08;73.08;0.0;MEDIA;MEDIA;0;
ACCUMULATION_STRONG;337;2026-07-12;2026-07-12;USA_USLLeagueTwo_Metropolitan;Hudson Valley;Cedar;OK;73.08;73.08;0.0;MEDIA;MEDIA;0;
THREE_SIGNALS_LIGHT;337;2026-07-12;2026-07-12;USA_USLLeagueTwo_Metropolitan;Hudson Valley;Cedar;OK;73.08;73.08;0.0;MEDIA;MEDIA;0;
THREE_SIGNALS_MEDIUM;337;2026-07-12;2026-07-12;USA_USLLeagueTwo_Metropolitan;Hudson Valley;Cedar;OK;73.08;73.08;0.0;MEDIA;MEDIA;0;
THREE_SIGNALS_STRONG;337;2026-07-12;2026-07-12;USA_USLLeagueTwo_Metropolitan;Hudson Valley;Cedar;OK;73.08;73.08;0.0;MEDIA;MEDIA;0;
FOUR_SIGNALS_MEDIUM;337;2026-07-12;2026-07-12;USA_USLLeagueTwo_Metropolitan;Hudson Valley;Cedar;OK;73.08;73.08;0.0;MEDIA;MEDIA;0;
FOUR_SIGNALS_STRONG;337;2026-07-12;2026-07-12;USA_USLLeagueTwo_Metropolitan;Hudson Valley;Cedar;OK;73.08;73.08;0.0;MEDIA;MEDIA;0;
BASELINE;338;2026-07-12;2026-07-12;USA_USLLeagueTwo_MidAtlantic;PA Classics;West Chester Utd;KO;72.93;72.93;0.0;MEDIA;MEDIA;0;
ACCUMULATION_LIGHT;338;2026-07-12;2026-07-12;USA_USLLeagueTwo_MidAtlantic;PA Classics;West Chester Utd;KO;72.93;72.93;0.0;MEDIA;MEDIA;0;
ACCUMULATION_MEDIUM;338;2026-07-12;2026-07-12;USA_USLLeagueTwo_MidAtlantic;PA Classics;West Chester Utd;KO;72.93;72.93;0.0;MEDIA;MEDIA;0;
ACCUMULATION_STRONG;338;2026-07-12;2026-07-12;USA_USLLeagueTwo_MidAtlantic;PA Classics;West Chester Utd;KO;72.93;72.93;0.0;MEDIA;MEDIA;0;
THREE_SIGNALS_LIGHT;338;2026-07-12;2026-07-12;USA_USLLeagueTwo_MidAtlantic;PA Classics;West Chester Utd;KO;72.93;72.93;0.0;MEDIA;MEDIA;0;
THREE_SIGNALS_MEDIUM;338;2026-07-12;2026-07-12;USA_USLLeagueTwo_MidAtlantic;PA Classics;West Chester Utd;KO;72.93;72.93;0.0;MEDIA;MEDIA;0;
THREE_SIGNALS_STRONG;338;2026-07-12;2026-07-12;USA_USLLeagueTwo_MidAtlantic;PA Classics;West Chester Utd;KO;72.93;72.93;0.0;MEDIA;MEDIA;0;
FOUR_SIGNALS_MEDIUM;338;2026-07-12;2026-07-12;USA_USLLeagueTwo_MidAtlantic;PA Classics;West Chester Utd;KO;72.93;72.93;0.0;MEDIA;MEDIA;0;
FOUR_SIGNALS_STRONG;338;2026-07-12;2026-07-12;USA_USLLeagueTwo_MidAtlantic;PA Classics;West Chester Utd;KO;72.93;72.93;0.0;MEDIA;MEDIA;0;
BASELINE;339;2026-07-12;2026-07-12;USA_USLLeagueTwo_Southwest;Redlands FC;Ventura;KO;72.55;72.55;0.0;MEDIA;MEDIA;0;
ACCUMULATION_LIGHT;339;2026-07-12;2026-07-12;USA_USLLeagueTwo_Southwest;Redlands FC;Ventura;KO;72.55;72.55;0.0;MEDIA;MEDIA;0;
ACCUMULATION_MEDIUM;339;2026-07-12;2026-07-12;USA_USLLeagueTwo_Southwest;Redlands FC;Ventura;KO;72.55;72.55;0.0;MEDIA;MEDIA;0;
ACCUMULATION_STRONG;339;2026-07-12;2026-07-12;USA_USLLeagueTwo_Southwest;Redlands FC;Ventura;KO;72.55;72.55;0.0;MEDIA;MEDIA;0;
THREE_SIGNALS_LIGHT;339;2026-07-12;2026-07-12;USA_USLLeagueTwo_Southwest;Redlands FC;Ventura;KO;72.55;72.55;0.0;MEDIA;MEDIA;0;
THREE_SIGNALS_MEDIUM;339;2026-07-12;2026-07-12;USA_USLLeagueTwo_Southwest;Redlands FC;Ventura;KO;72.55;72.55;0.0;MEDIA;MEDIA;0;
THREE_SIGNALS_STRONG;339;2026-07-12;2026-07-12;USA_USLLeagueTwo_Southwest;Redlands FC;Ventura;KO;72.55;72.55;0.0;MEDIA;MEDIA;0;
FOUR_SIGNALS_MEDIUM;339;2026-07-12;2026-07-12;USA_USLLeagueTwo_Southwest;Redlands FC;Ventura;KO;72.55;72.55;0.0;MEDIA;MEDIA;0;
FOUR_SIGNALS_STRONG;339;2026-07-12;2026-07-12;USA_USLLeagueTwo_Southwest;Redlands FC;Ventura;KO;72.55;72.55;0.0;MEDIA;MEDIA;0;
BASELINE;340;2026-07-12;2026-07-12;USA_MLSNextPro_EasternConference_SoutheastDivision;Atlanta United 2;Inter Miami II;OK;72.51;72.51;0.0;MEDIA;MEDIA;2;RankingGapHigh | WorstPPGLow
ACCUMULATION_LIGHT;340;2026-07-12;2026-07-12;USA_MLSNextPro_EasternConference_SoutheastDivision;Atlanta United 2;Inter Miami II;OK;72.51;71.51;-1.0;MEDIA;MEDIA;2;RankingGapHigh | WorstPPGLow
ACCUMULATION_MEDIUM;340;2026-07-12;2026-07-12;USA_MLSNextPro_EasternConference_SoutheastDivision;Atlanta United 2;Inter Miami II;OK;72.51;70.51;-2.0;MEDIA;MEDIA;2;RankingGapHigh | WorstPPGLow
ACCUMULATION_STRONG;340;2026-07-12;2026-07-12;USA_MLSNextPro_EasternConference_SoutheastDivision;Atlanta United 2;Inter Miami II;OK;72.51;69.51;-3.0;MEDIA;MEDIA;2;RankingGapHigh | WorstPPGLow
THREE_SIGNALS_LIGHT;340;2026-07-12;2026-07-12;USA_MLSNextPro_EasternConference_SoutheastDivision;Atlanta United 2;Inter Miami II;OK;72.51;72.51;0.0;MEDIA;MEDIA;2;RankingGapHigh | WorstPPGLow
THREE_SIGNALS_MEDIUM;340;2026-07-12;2026-07-12;USA_MLSNextPro_EasternConference_SoutheastDivision;Atlanta United 2;Inter Miami II;OK;72.51;72.51;0.0;MEDIA;MEDIA;2;RankingGapHigh | WorstPPGLow
THREE_SIGNALS_STRONG;340;2026-07-12;2026-07-12;USA_MLSNextPro_EasternConference_SoutheastDivision;Atlanta United 2;Inter Miami II;OK;72.51;72.51;0.0;MEDIA;MEDIA;2;RankingGapHigh | WorstPPGLow
FOUR_SIGNALS_MEDIUM;340;2026-07-12;2026-07-12;USA_MLSNextPro_EasternConference_SoutheastDivision;Atlanta United 2;Inter Miami II;OK;72.51;72.51;0.0;MEDIA;MEDIA;2;RankingGapHigh | WorstPPGLow
FOUR_SIGNALS_STRONG;340;2026-07-12;2026-07-12;USA_MLSNextPro_EasternConference_SoutheastDivision;Atlanta United 2;Inter Miami II;OK;72.51;72.51;0.0;MEDIA;MEDIA;2;RankingGapHigh | WorstPPGLow
BASELINE;341;2026-07-12;2026-07-12;USA_USLLeagueTwo_Southwest;AMSG FC;Southern California;OK;72.47;72.47;0.0;MEDIA;MEDIA;3;HomePPGLow | WorstPPGLow | HomeWinsLow
ACCUMULATION_LIGHT;341;2026-07-12;2026-07-12;USA_USLLeagueTwo_Southwest;AMSG FC;Southern California;OK;72.47;70.47;-2.0;MEDIA;MEDIA;3;HomePPGLow | WorstPPGLow | HomeWinsLow
ACCUMULATION_MEDIUM;341;2026-07-12;2026-07-12;USA_USLLeagueTwo_Southwest;AMSG FC;Southern California;OK;72.47;68.47;-4.0;MEDIA;MEDIA;3;HomePPGLow | WorstPPGLow | HomeWinsLow
ACCUMULATION_STRONG;341;2026-07-12;2026-07-12;USA_USLLeagueTwo_Southwest;AMSG FC;Southern California;OK;72.47;66.47;-6.0;MEDIA;MEDIA;3;HomePPGLow | WorstPPGLow | HomeWinsLow
THREE_SIGNALS_LIGHT;341;2026-07-12;2026-07-12;USA_USLLeagueTwo_Southwest;AMSG FC;Southern California;OK;72.47;70.47;-2.0;MEDIA;MEDIA;3;HomePPGLow | WorstPPGLow | HomeWinsLow
THREE_SIGNALS_MEDIUM;341;2026-07-12;2026-07-12;USA_USLLeagueTwo_Southwest;AMSG FC;Southern California;OK;72.47;68.47;-4.0;MEDIA;MEDIA;3;HomePPGLow | WorstPPGLow | HomeWinsLow
THREE_SIGNALS_STRONG;341;2026-07-12;2026-07-12;USA_USLLeagueTwo_Southwest;AMSG FC;Southern California;OK;72.47;66.47;-6.0;MEDIA;MEDIA;3;HomePPGLow | WorstPPGLow | HomeWinsLow
FOUR_SIGNALS_MEDIUM;341;2026-07-12;2026-07-12;USA_USLLeagueTwo_Southwest;AMSG FC;Southern California;OK;72.47;72.47;0.0;MEDIA;MEDIA;3;HomePPGLow | WorstPPGLow | HomeWinsLow
FOUR_SIGNALS_STRONG;341;2026-07-12;2026-07-12;USA_USLLeagueTwo_Southwest;AMSG FC;Southern California;OK;72.47;72.47;0.0;MEDIA;MEDIA;3;HomePPGLow | WorstPPGLow | HomeWinsLow
BASELINE;342;2026-07-12;2026-07-12;USA_USLLeagueTwo_Valley;Kings Hammer Columbus;Toledo Villa;OK;72.46;72.46;0.0;MEDIA;MEDIA;1;WorstPPGLow
ACCUMULATION_LIGHT;342;2026-07-12;2026-07-12;USA_USLLeagueTwo_Valley;Kings Hammer Columbus;Toledo Villa;OK;72.46;72.46;0.0;MEDIA;MEDIA;1;WorstPPGLow
ACCUMULATION_MEDIUM;342;2026-07-12;2026-07-12;USA_USLLeagueTwo_Valley;Kings Hammer Columbus;Toledo Villa;OK;72.46;72.46;0.0;MEDIA;MEDIA;1;WorstPPGLow
ACCUMULATION_STRONG;342;2026-07-12;2026-07-12;USA_USLLeagueTwo_Valley;Kings Hammer Columbus;Toledo Villa;OK;72.46;72.46;0.0;MEDIA;MEDIA;1;WorstPPGLow
THREE_SIGNALS_LIGHT;342;2026-07-12;2026-07-12;USA_USLLeagueTwo_Valley;Kings Hammer Columbus;Toledo Villa;OK;72.46;72.46;0.0;MEDIA;MEDIA;1;WorstPPGLow
THREE_SIGNALS_MEDIUM;342;2026-07-12;2026-07-12;USA_USLLeagueTwo_Valley;Kings Hammer Columbus;Toledo Villa;OK;72.46;72.46;0.0;MEDIA;MEDIA;1;WorstPPGLow
THREE_SIGNALS_STRONG;342;2026-07-12;2026-07-12;USA_USLLeagueTwo_Valley;Kings Hammer Columbus;Toledo Villa;OK;72.46;72.46;0.0;MEDIA;MEDIA;1;WorstPPGLow
FOUR_SIGNALS_MEDIUM;342;2026-07-12;2026-07-12;USA_USLLeagueTwo_Valley;Kings Hammer Columbus;Toledo Villa;OK;72.46;72.46;0.0;MEDIA;MEDIA;1;WorstPPGLow
FOUR_SIGNALS_STRONG;342;2026-07-12;2026-07-12;USA_USLLeagueTwo_Valley;Kings Hammer Columbus;Toledo Villa;OK;72.46;72.46;0.0;MEDIA;MEDIA;1;WorstPPGLow
BASELINE;343;2026-07-12;2026-07-12;Australia_NPLNorthernNSW;Valentine;Kahibah;OK;72.18;72.18;0.0;MEDIA;MEDIA;2;HomeWinsLow | HomeRestartGFLow
ACCUMULATION_LIGHT;343;2026-07-12;2026-07-12;Australia_NPLNorthernNSW;Valentine;Kahibah;OK;72.18;71.18;-1.0;MEDIA;MEDIA;2;HomeWinsLow | HomeRestartGFLow
ACCUMULATION_MEDIUM;343;2026-07-12;2026-07-12;Australia_NPLNorthernNSW;Valentine;Kahibah;OK;72.18;70.18;-2.0;MEDIA;MEDIA;2;HomeWinsLow | HomeRestartGFLow
ACCUMULATION_STRONG;343;2026-07-12;2026-07-12;Australia_NPLNorthernNSW;Valentine;Kahibah;OK;72.18;69.18;-3.0;MEDIA;MEDIA;2;HomeWinsLow | HomeRestartGFLow
THREE_SIGNALS_LIGHT;343;2026-07-12;2026-07-12;Australia_NPLNorthernNSW;Valentine;Kahibah;OK;72.18;72.18;0.0;MEDIA;MEDIA;2;HomeWinsLow | HomeRestartGFLow
THREE_SIGNALS_MEDIUM;343;2026-07-12;2026-07-12;Australia_NPLNorthernNSW;Valentine;Kahibah;OK;72.18;72.18;0.0;MEDIA;MEDIA;2;HomeWinsLow | HomeRestartGFLow
THREE_SIGNALS_STRONG;343;2026-07-12;2026-07-12;Australia_NPLNorthernNSW;Valentine;Kahibah;OK;72.18;72.18;0.0;MEDIA;MEDIA;2;HomeWinsLow | HomeRestartGFLow
FOUR_SIGNALS_MEDIUM;343;2026-07-12;2026-07-12;Australia_NPLNorthernNSW;Valentine;Kahibah;OK;72.18;72.18;0.0;MEDIA;MEDIA;2;HomeWinsLow | HomeRestartGFLow
